method;train-function-calls;sum-wrong-classification;constraint-calls;metamodel-calls;fitness-function-calls;generations
SVCSlidingWeighted;149;122;9251;11100;9822;0
SVCSlidingWeighted;192;152;11959;14325;12734;0
SVCSlidingWeighted;6;3;413;375;431;0
SVCSlidingWeighted;129;95;7976;9600;8509;0
SVCSlidingWeighted;225;181;14014;16800;14904;0
SVCSlidingWeighted;107;59;6686;7950;7165;0
SVCSlidingWeighted;451;376;27642;33750;29354;0
SVCSlidingWeighted;253;172;15624;18900;16706;0
SVCSlidingWeighted;296;231;18285;22125;19384;0
SVCSlidingWeighted;153;109;9443;11400;10129;0
SVCSlidingWeighted;468;384;28937;35025;30692;0
SVCSlidingWeighted;427;310;26070;31950;27685;0
SVCSlidingWeighted;85;57;5327;6300;5751;0
SVCSlidingWeighted;955;705;58597;71550;62260;0
SVCSlidingWeighted;266;193;16462;19875;17498;0
SVCSlidingWeighted;41;35;2612;3000;2813;0
SVCSlidingWeighted;141;124;8830;10500;9345;0
SVCSlidingWeighted;588;434;36205;44025;38579;0
SVCSlidingWeighted;40;19;2542;2925;2726;0
SVCSlidingWeighted;48;35;3055;3525;3266;0
SVCSlidingWeighted;181;138;11318;13500;12096;0
SVCSlidingWeighted;807;666;49862;60450;52944;0
SVCSlidingWeighted;157;114;9736;11700;10393;0
SVCSlidingWeighted;665;519;40979;49800;43491;0
SVCSlidingWeighted;94;71;5932;6975;6292;0
SVCSlidingWeighted;38;20;2421;2775;2590;0
SVCSlidingWeighted;12;5;789;825;839;0
SVCSlidingWeighted;89;60;5627;6600;6036;0
SVCSlidingWeighted;60;50;3807;4425;4011;0
SVCSlidingWeighted;58;41;3689;4275;3967;0
SVCSlidingWeighted;140;105;8802;10425;9373;0
SVCSlidingWeighted;19;11;1251;1350;1348;0
SVCSlidingWeighted;95;83;5971;7050;6321;0
SVCSlidingWeighted;531;390;32721;39750;34743;0
SVCSlidingWeighted;890;681;54622;66675;58141;0
SVCSlidingWeighted;308;240;18966;23025;20099;0
SVCSlidingWeighted;294;221;18122;21975;19312;0
SVCSlidingWeighted;61;46;3815;4500;4067;0
SVCSlidingWeighted;248;214;15398;18525;16343;0
SVCSlidingWeighted;280;208;17276;20925;18394;0
SVCSlidingWeighted;470;340;29013;35175;30958;0
SVCSlidingWeighted;10;4;680;675;733;0
SVCSlidingWeighted;221;182;13761;16500;14667;0
SVCSlidingWeighted;325;280;20188;24300;21419;0
SVCSlidingWeighted;75;52;4717;5550;5059;0
SVCSlidingWeighted;713;610;43934;53400;46585;0
SVCSlidingWeighted;117;81;7363;8700;7824;0
SVCSlidingWeighted;665;508;40956;49800;43527;0
SVCSlidingWeighted;117;95;7420;8700;7859;0
SVCSlidingWeighted;173;137;10895;12900;11612;0
SVCSlidingWeighted;424;311;26216;31725;27808;0
SVCSlidingWeighted;213;175;13298;15900;14124;0
SVCSlidingWeighted;200;135;12410;14925;13176;0
SVCSlidingWeighted;30;16;1956;2175;2111;0
SVCSlidingWeighted;413;324;25408;30900;26961;0
SVCSlidingWeighted;29;13;1886;2100;2031;0
SVCSlidingWeighted;146;78;8998;10875;9606;0
SVCSlidingWeighted;142;132;8749;10575;9296;0
SVCSlidingWeighted;859;651;52690;64350;56063;0
SVCSlidingWeighted;178;115;10968;13275;11761;0
SVCBestWeighted;925;5598;55260;69300;70968;924
SVCBestWeighted;356;2212;21721;26625;27756;355
SVCBestWeighted;278;1707;16892;20775;21601;277
SVCBestWeighted;357;2169;21511;26700;27563;356
SVCBestWeighted;10;46;702;675;855;9
SVCBestWeighted;27;139;1788;1950;2230;26
SVCBestWeighted;236;1413;14322;17625;18317;235
SVCBestWeighted;189;1132;11645;14100;14841;188
SVCBestWeighted;149;874;9072;11100;11588;148
SVCBestWeighted;75;446;4679;5550;5937;74
SVCBestWeighted;50;276;3126;3675;3959;49
SVCBestWeighted;130;803;8033;9675;10226;129
SVCBestWeighted;115;721;7189;8550;9127;114
SVCBestWeighted;36;152;2301;2625;2896;35
SVCBestWeighted;7;38;548;450;650;6
SVCBestWeighted;149;868;9239;11100;11755;148
SVCBestWeighted;94;548;5826;6975;7407;93
SVCBestWeighted;190;1161;11643;14175;14856;189
SVCBestWeighted;69;400;4279;5100;5435;68
SVCBestWeighted;39;259;2509;2850;3155;38
SVCBestWeighted;352;2202;21567;26325;27534;351
SVCBestWeighted;47;270;2958;3450;3740;46
SVCBestWeighted;118;696;7381;8775;9370;117
SVCBestWeighted;24;149;1597;1725;1988;23
SVCBestWeighted;154;942;9452;11475;12053;153
SVCBestWeighted;128;740;7823;9525;9982;127
SVCBestWeighted;46;257;2900;3375;3665;45
SVCBestWeighted;242;1547;14842;18075;18939;241
SVCBestWeighted;150;861;9112;11175;11645;149
SVCBestWeighted;34;214;2224;2475;2785;33
SVCBestWeighted;423;2491;25319;31650;32493;422
SVCBestWeighted;218;1375;13329;16275;17018;217
SVCBestWeighted;199;1258;12295;14850;15661;198
SVCBestWeighted;192;1202;11768;14325;15015;191
SVCBestWeighted;75;464;4735;5550;5993;74
SVCBestWeighted;213;1336;13114;15900;16718;212
SVCBestWeighted;298;1770;18061;22275;23110;297
SVCBestWeighted;13;101;954;900;1158;12
SVCBestWeighted;183;1098;11174;13650;14268;182
SVCBestWeighted;31;170;2061;2250;2571;30
SVCBestWeighted;288;1830;17567;21525;22446;287
SVCBestWeighted;466;2955;28019;34875;35924;465
SVCBestWeighted;49;285;3117;3600;3933;48
SVCBestWeighted;31;169;1979;2250;2489;30
SVCBestWeighted;16;89;1167;1125;1422;15
SVCBestWeighted;97;584;6042;7200;7674;96
SVCBestWeighted;68;423;4291;5025;5430;67
SVCBestWeighted;112;659;6925;8325;8812;111
SVCBestWeighted;167;1062;10330;12450;13152;166
SVCBestWeighted;202;1272;12474;15075;15891;201
SVCBestWeighted;6;26;435;375;520;5
SVCBestWeighted;301;1851;18344;22500;23444;300
SVCBestWeighted;92;600;5802;6825;7349;91
SVCBestWeighted;213;1251;13005;15900;16609;212
SVCBestWeighted;198;1217;12278;14775;15627;197
SVCBestWeighted;84;537;5240;6225;6651;83
SVCBestWeighted;26;144;1715;1875;2140;25
SVCBestWeighted;253;1623;15573;18900;19857;252
SVCBestWeighted;266;1623;16104;19875;20609;265
SVCBestWeighted;55;352;3542;4050;4460;54
SVCBestWeighted;29;155;1934;2100;2410;28
SVCBestWeighted;109;677;6777;8100;8613;108
SVCBestWeighted;57;352;3712;4200;4664;56
SVCBestWeighted;58;376;3660;4275;4629;57
SVCBestWeighted;176;1118;10921;13125;13896;175
SVCBestWeighted;81;482;5021;6000;6381;80
SVCBestWeighted;134;748;8228;9975;10489;133
SVCBestWeighted;109;623;6725;8100;8561;108
SVCBestWeighted;121;790;7628;9000;9668;120
SVCBestWeighted;89;588;5561;6600;7057;88
SVCBestWeighted;82;479;5011;6075;6388;81
SVCBestWeighted;271;1616;16399;20250;20989;270
SVCBestWeighted;120;688;7426;8925;9449;119
SVCBestWeighted;58;345;3703;4275;4672;57
SVCBestWeighted;136;796;8290;10125;10585;135
SVCBestWeighted;16;74;1054;1125;1309;15
SVCBestWeighted;19;108;1273;1350;1579;18
SVCBestWeighted;189;1131;11477;14100;14673;188
SVCBestWeighted;480;2953;29081;35925;37224;479
SVCBestWeighted;144;889;8981;10725;11412;143
SVCBestWeighted;96;577;5996;7125;7611;95
SVCBestWeighted;19;95;1280;1350;1586;18
SVCBestWeighted;201;1290;12249;15000;15649;200
SVCBestWeighted;175;1015;10521;13050;13479;174
SVCBestWeighted;486;2943;29289;36375;37534;485
SVCBestWeighted;288;1780;17635;21525;22514;287
SVCBestWeighted;146;979;9058;10875;11523;145
SVCBestWeighted;176;1020;10676;13125;13651;175
SVCBestWeighted;369;2262;22517;27600;28773;368
SVCBestWeighted;252;1561;15269;18825;19536;251
SVCBestWeighted;93;547;5844;6900;7408;92
SVCBestWeighted;128;774;7827;9525;9986;127
SVCBestWeighted;40;221;2555;2925;3218;39
SVCBestWeighted;117;669;7153;8700;9125;116
SVCBestWeighted;13;57;923;900;1127;12
SVCBestWeighted;16;102;1098;1125;1353;15
SVCBestWeighted;214;1340;13122;15975;16743;213
SVCBestWeighted;23;138;1579;1650;1953;22
SVCBestWeighted;8;43;578;525;697;7
SVCBestWeighted;178;1111;10940;13275;13949;177
SVCBestWeighted;490;3021;29626;36675;37939;489
SVCBestWeighted;527;3240;31592;39450;40534;526
SVCBestWeighted;376;2303;22720;28125;29095;375
SVCBestWeighted;36;236;2340;2625;2935;35
SVCBestWeighted;188;1165;11520;14025;14699;187
SVCBestWeighted;89;537;5577;6600;7073;88
SVCBestWeighted;14;60;955;975;1176;13
SVCBestWeighted;81;515;5124;6000;6484;80
SVCBestWeighted;92;514;5679;6825;7226;91
SVCBestWeighted;10;59;693;675;846;9
SVCBestWeighted;348;2072;21245;26025;27144;347
SVCBestWeighted;121;735;7495;9000;9535;120
SVCBestWeighted;102;598;6259;7575;7976;101
SVCBestWeighted;187;1160;11509;13950;14671;186
SVCBestWeighted;61;374;3897;4500;4917;60
SVCBestWeighted;6;14;476;375;561;5
SVCBestWeighted;221;1318;13477;16500;17217;220
SVCBestWeighted;26;159;1691;1875;2116;25
SVCBestWeighted;394;2424;23615;29475;30296;393
SVCBestWeighted;109;677;6829;8100;8665;108
SVCBestWeighted;117;721;7208;8700;9180;116
SVCBestWeighted;130;749;8015;9675;10208;129
SVCBestWeighted;119;725;7334;8850;9340;118
SVCBestWeighted;410;2509;24819;30675;31772;409
SVCBestWeighted;113;650;6856;8400;8760;112
SVCBestWeighted;570;3454;34376;42675;44049;569
SVCBestWeighted;124;731;7572;9225;9663;123
SVCBestWeighted;362;2278;21854;27075;27991;361
SVCBestWeighted;136;839;8314;10125;10609;135
SVCBestWeighted;104;607;6343;7725;8094;103
SVCBestWeighted;172;1046;10559;12825;13466;171
SVCBestWeighted;114;704;7232;8475;9153;113
SVCBestWeighted;258;1615;15607;19275;19976;257
SVCBestWeighted;8;43;632;525;751;7
SVCBestWeighted;106;599;6432;7875;8217;105
SVCBestWeighted;196;1132;11830;14625;15145;195
SVCBestWeighted;20;100;1327;1425;1650;19
SVCBestWeighted;111;672;6853;8250;8723;110
SVCBestWeighted;118;709;7246;8775;9235;117
SVCBestWeighted;30;182;2019;2175;2512;29
SVCBestWeighted;124;734;7476;9225;9567;123
SVCBestWeighted;29;155;1899;2100;2375;28
SVCBestWeighted;61;371;3848;4500;4868;60
SVCBestWeighted;118;668;7240;8775;9229;117
SVCBestWeighted;27;179;1800;1950;2242;26
